john23,swap,0.874,c4
john23,synonym-0.4,0.996,c4
john23,copypaste-1-10,0.034,c4
john23,copypaste-3-10,0.176,c4
john23,copypaste-1-25,0.126,c4
john23,copypaste-3-25,0.836,c4
john23,ContractionAttack,0.994,c4
john23,ExpansionAttack,0.994,c4
john23,MisspellingAttack,0.992,c4
john23,dipper_l20_o0,0.952,c4
john23,dipper_l40_o0,0.858,c4
john23,LowercaseAttack,0.984,c4
john23,TypoAttack,0.788,c4
john23,CLEAN,0.992,c4
xuandong23b,swap,0.9558823529,c4
xuandong23b,synonym-0.4,0.9645833333,c4
xuandong23b,copypaste-1-10,0.1305361305,c4
xuandong23b,copypaste-3-10,0.2191142191,c4
xuandong23b,copypaste-1-25,0.192,c4
xuandong23b,copypaste-3-25,0.534,c4
xuandong23b,ContractionAttack,0.9625,c4
xuandong23b,ExpansionAttack,0.9645833333,c4
xuandong23b,MisspellingAttack,0.95625,c4
xuandong23b,dipper_l20_o0,0.94,c4
xuandong23b,dipper_l40_o0,0.916,c4
xuandong23b,LowercaseAttack,0.8791666667,c4
xuandong23b,TypoAttack,0.8838174274,c4
xuandong23b,CLEAN,0.964,c4
aiwei23,swap,0.6666666667,c4
aiwei23,synonym-0.4,0.7635270541,c4
aiwei23,copypaste-1-10,0.04988662132,c4
aiwei23,copypaste-3-10,0.07256235828,c4
aiwei23,copypaste-1-25,0.242,c4
aiwei23,copypaste-3-25,0.45,c4
aiwei23,ContractionAttack,0.7715430862,c4
aiwei23,ExpansionAttack,0.8136272545,c4
aiwei23,MisspellingAttack,0.6953907816,c4
aiwei23,dipper_l20_o0,0.296,c4
aiwei23,dipper_l40_o0,0.05743243243,c4
aiwei23,LowercaseAttack,0.6853707415,c4
aiwei23,TypoAttack,0.3547094188,c4
aiwei23,CLEAN,0.776,c4
rohith23,swap,0.9509803922,c4
rohith23,synonym-0.4,0.9903614458,c4
rohith23,copypaste-1-10,0.09418282548,c4
rohith23,copypaste-3-10,0.3961218837,c4
rohith23,copypaste-1-25,0.43,c4
rohith23,copypaste-3-25,0.974,c4
rohith23,ContractionAttack,0.9927710843,c4
rohith23,ExpansionAttack,0.9927710843,c4
rohith23,MisspellingAttack,0.9928057554,c4
rohith23,dipper_l20_o0,0.988,c4
rohith23,dipper_l40_o0,0.962,c4
rohith23,LowercaseAttack,0.9831325301,c4
rohith23,TypoAttack,0.9612756264,c4
rohith23,CLEAN,0.996,c4
xiaoniu23,swap,0.03,c4
xiaoniu23,synonym-0.4,0.992,c4
xiaoniu23,copypaste-1-10,0.002304147465,c4
xiaoniu23,copypaste-3-10,0.009216589862,c4
xiaoniu23,copypaste-1-25,0.04838709677,c4
xiaoniu23,copypaste-3-25,0.4101382488,c4
xiaoniu23,ContractionAttack,1,c4
xiaoniu23,ExpansionAttack,1,c4
xiaoniu23,MisspellingAttack,0.996,c4
xiaoniu23,dipper_l20_o0,0.4607645875,c4
xiaoniu23,dipper_l40_o0,0.1486761711,c4
xiaoniu23,LowercaseAttack,0.946,c4
xiaoniu23,TypoAttack,0.088,c4
xiaoniu23,CLEAN,1,c4
aiwei23b,swap,0.932,c4
aiwei23b,synonym-0.4,0.936,c4
aiwei23b,copypaste-1-10,0.138,c4
aiwei23b,copypaste-3-10,0.21,c4
aiwei23b,copypaste-1-25,0.178,c4
aiwei23b,copypaste-3-25,0.466,c4
aiwei23b,ContractionAttack,0.954,c4
aiwei23b,ExpansionAttack,0.954,c4
aiwei23b,MisspellingAttack,0.904,c4
aiwei23b,dipper_l20_o0,0.9021164021,c4
